Timestamp,City,Latitude,Longitude,Weather,Road_Condition,Fatalities,Serious_Injuries,Minor_Injuries,Risk_Score
2024-01-17 23:00:00,Chennai,13.073714327927702,80.21119163789787,Clear,Under Construction,0,0,2,2
2024-12-24 12:00:00,Delhi,28.520808754589037,77.137015095971,Foggy,Wet,2,0,3,13
2024-02-26 05:00:00,Chennai,13.083276621859067,80.2733654365603,Clear,Dry,0,0,4,4
2024-03-19 10:00:00,Mumbai,19.216546087608236,72.85052939344303,Clear,Dry,0,0,1,1
2024-08-22 01:00:00,Bengaluru,13.013843920034542,77.52530919658425,Rainy,Wet,0,1,1,4
2024-01-17 18:00:00,Pune,18.661957864903524,73.79703352652872,Clear,Wet,1,1,1,9
2024-04-30 13:00:00,Chennai,13.093067086032379,80.24238306543069,Clear,Dry,0,0,3,3
2024-04-27 18:00:00,Bengaluru,12.934898450025862,77.47838190583757,Clear,Dry,0,0,2,2
2024-02-13 18:00:00,Bengaluru,13.044662218622987,77.67255750696715,Clear,Under Construction,0,0,2,2
2024-07-31 22:00:00,Bengaluru,13.113403864616092,77.56114251965779,Rainy,Dry,0,1,3,6
2024-05-03 18:00:00,Chennai,13.165088886134463,80.2500857885329,Clear,Under Construction,0,0,2,2
2024-07-19 16:00:00,Bengaluru,12.84778016813078,77.57504944010186,Rainy,Dry,0,0,3,3
2024-03-26 17:00:00,Chennai,12.890394659486677,80.19086458040057,Clear,Dry,0,1,1,4
2024-02-08 17:00:00,Delhi,28.657113231754355,77.15858522025718,Clear,Wet,0,0,5,5
2024-08-20 22:00:00,Chennai,13.170770803129363,80.33549220710043,Rainy,Under Construction,0,0,0,0
2024-10-11 20:00:00,Pune,18.55883110374215,73.90301886240229,Clear,Dry,0,1,2,5
2024-02-25 02:00:00,Chennai,12.95497393281859,80.28589622702029,Clear,Wet,0,1,2,5
2024-12-21 14:00:00,Mumbai,19.057697710599523,72.77970066778076,Clear,Dry,0,0,2,2
2024-03-21 18:00:00,Hyderabad,17.5581632939838,78.55064533293752,Clear,Dry,0,2,0,6
2024-10-22 05:00:00,Mumbai,18.968203830013536,72.88722826999201,Clear,Under Construction,1,1,1,9
2024-08-07 20:00:00,Delhi,28.534596456827355,77.1301605067035,Rainy,Dry,0,3,2,11
2024-01-22 07:00:00,Bengaluru,12.909095029766403,77.67357502583896,Clear,Wet,0,0,1,1
2024-10-01 22:00:00,Delhi,28.69945754816732,77.20838907142385,Clear,Under Construction,0,0,1,1
2024-10-18 17:00:00,Pune,18.510019922827773,73.94931096115752,Clear,Dry,0,0,1,1
2024-09-25 12:00:00,Hyderabad,17.50756935753642,78.59091032488296,Clear,Dry,1,1,3,11
2024-08-10 09:00:00,Chennai,13.079503028929842,80.2634733224617,Rainy,Dry,0,1,2,5
2024-05-29 20:00:00,Hyderabad,17.258221657979,78.61428740603611,Clear,Dry,0,1,1,4
2024-05-20 19:00:00,Bengaluru,12.930812152299529,77.52274215719444,Clear,Under Construction,0,1,3,6
2024-08-13 18:00:00,Chennai,13.12616571461774,80.11158004022015,Rainy,Dry,0,0,2,2
2024-07-26 21:00:00,Hyderabad,17.460087575732956,78.42400274058905,Rainy,Potholes,0,0,2,2
2024-11-24 23:00:00,Pune,18.500461210592,73.80286727828941,Clear,Dry,0,0,1,1
2024-12-19 09:00:00,Chennai,13.158056040753214,80.23984218506786,Clear,Dry,0,0,0,0
2024-06-05 07:00:00,Pune,18.511284850866243,73.75209203252486,Rainy,Potholes,0,1,1,4
2024-11-08 19:00:00,Delhi,28.475947922197143,77.15122180853922,Clear,Potholes,0,0,2,2
2024-05-30 21:00:00,Hyderabad,17.2475739910702,78.53645699215375,Clear,Potholes,0,0,3,3
2024-08-08 03:00:00,Delhi,28.64174766268672,77.10940429003564,Rainy,Dry,1,2,1,12
2024-05-04 00:00:00,Delhi,28.566207395261376,77.24464173097434,Clear,Wet,1,2,2,13
2024-09-01 02:00:00,Chennai,13.007725645287618,80.16863826758483,Clear,Dry,0,1,1,4
2024-04-11 12:00:00,Chennai,13.13173226060702,80.30942799030305,Clear,Dry,0,0,0,0
2024-07-23 07:00:00,Bengaluru,12.923234553733232,77.69133567146037,Rainy,Wet,0,0,0,0
2024-11-19 16:00:00,Mumbai,19.12379671890807,72.84017794733836,Clear,Dry,1,1,2,10
2024-09-25 21:00:00,Bengaluru,12.960998724263629,77.6921656354625,Clear,Dry,1,0,2,7
2024-06-06 00:00:00,Mumbai,19.115331907557877,72.93584425874018,Rainy,Wet,1,1,2,10
2024-06-28 23:00:00,Hyderabad,17.32358257214139,78.45134424863696,Rainy,Dry,0,1,2,5
2024-08-14 13:00:00,Mumbai,19.03768194154857,72.89811072808429,Rainy,Potholes,0,1,7,10
2024-10-09 00:00:00,Chennai,13.07099510990009,80.31736656067658,Clear,Dry,0,1,2,5
2024-06-10 05:00:00,Delhi,28.713751270246245,77.05158729062441,Rainy,Wet,0,0,1,1
2024-10-30 01:00:00,Hyderabad,17.363256086957293,78.51408349062186,Clear,Wet,0,0,1,1
2024-12-16 13:00:00,Delhi,28.634215968564515,77.18854022673321,Foggy,Under Construction,0,0,1,1
2024-12-27 09:00:00,Pune,18.60037182018424,73.86106919169885,Clear,Under Construction,0,1,0,3
2024-01-19 09:00:00,Hyderabad,17.371378413597423,78.47518217372553,Clear,Dry,0,1,3,6
2024-05-17 23:00:00,Delhi,28.53355798799195,77.20997744278155,Clear,Dry,0,2,2,8
2024-02-06 09:00:00,Mumbai,19.090975195197984,72.8164843700921,Clear,Potholes,0,2,2,8
2024-08-03 04:00:00,Delhi,28.70477900945187,77.1139824676634,Rainy,Dry,1,1,3,11
2024-12-23 04:00:00,Pune,18.36853429357737,73.85995578094557,Clear,Dry,0,3,0,9
2024-03-20 16:00:00,Pune,18.48246806116225,73.82054027652413,Clear,Dry,0,1,1,4
2024-05-31 02:00:00,Pune,18.61196585266841,73.83803567745129,Clear,Potholes,0,0,0,0
2024-11-20 23:00:00,Bengaluru,13.029788055310458,77.64758176168829,Clear,Wet,0,0,2,2
2024-11-19 15:00:00,Bengaluru,12.986323138832383,77.61321789469237,Clear,Dry,0,0,1,1
2024-03-21 07:00:00,Delhi,28.604634014287907,77.35686009478519,Clear,Potholes,0,1,0,3
2024-01-17 12:00:00,Chennai,13.024751972348835,80.34556529241998,Clear,Dry,0,0,2,2
2024-06-22 00:00:00,Pune,18.417099010525813,73.92018650178257,Rainy,Dry,0,1,3,6
2024-02-04 18:00:00,Hyderabad,17.369576190727646,78.49624692242455,Clear,Dry,0,2,2,8
2024-07-29 09:00:00,Chennai,13.01641622265647,80.17905682281778,Rainy,Dry,0,1,0,3
2024-04-23 08:00:00,Chennai,13.065898010193054,80.2504247381303,Clear,Dry,2,2,0,16
2024-04-04 14:00:00,Chennai,13.061802524522086,80.26597415841287,Clear,Dry,0,1,0,3
2024-01-10 08:00:00,Delhi,28.61240378353326,77.07851229812044,Foggy,Dry,0,1,2,5
2024-02-03 20:00:00,Hyderabad,17.41175728399713,78.42823235559769,Clear,Wet,0,1,1,4
2024-05-11 13:00:00,Delhi,28.751358268602008,77.18179537628167,Clear,Dry,1,0,1,6
2024-10-31 09:00:00,Chennai,13.196801726766106,80.25354134017279,Clear,Dry,0,0,1,1
2024-06-24 20:00:00,Bengaluru,12.943027732563353,77.65373177475715,Rainy,Under Construction,0,0,1,1
2024-01-20 04:00:00,Hyderabad,17.148329980191704,78.60655933712357,Clear,Dry,0,3,1,10
2024-07-22 13:00:00,Hyderabad,17.33786724887708,78.38282125697653,Rainy,Dry,1,0,1,6
2024-06-20 21:00:00,Mumbai,19.01863657075584,72.92216806914308,Rainy,Dry,0,0,1,1
2024-06-17 17:00:00,Chennai,13.115666591425088,80.27665831462798,Rainy,Dry,0,0,2,2
2024-06-25 12:00:00,Chennai,13.080892539488403,80.24121850800891,Rainy,Under Construction,1,0,2,7
2024-12-12 06:00:00,Mumbai,18.944890281952723,72.8042495104934,Clear,Wet,0,1,3,6
2024-08-13 00:00:00,Hyderabad,17.489309103170648,78.43372216388916,Rainy,Wet,0,1,2,5
2024-07-21 00:00:00,Hyderabad,17.382848189451455,78.52224062012216,Rainy,Dry,0,0,2,2
2024-12-11 06:00:00,Bengaluru,12.905160574382993,77.48931337938532,Clear,Dry,0,1,3,6
2024-03-22 07:00:00,Chennai,12.940838057565545,80.3297813870608,Clear,Dry,0,0,0,0
2024-02-25 03:00:00,Hyderabad,17.279935166273034,78.28286761644264,Clear,Wet,0,1,1,4
2024-05-18 06:00:00,Pune,18.61173473353071,73.98592813644181,Clear,Dry,0,0,0,0
2024-03-21 11:00:00,Delhi,28.639607130769587,77.21467613211318,Clear,Dry,0,0,0,0
2024-03-10 00:00:00,Pune,18.42739202885441,73.98334806109322,Clear,Dry,0,0,3,3
2024-03-26 16:00:00,Chennai,13.033535728168344,80.26962941010426,Clear,Under Construction,0,1,0,3
2024-01-23 01:00:00,Pune,18.54523058697757,73.8279557621587,Clear,Wet,0,0,0,0
2024-01-03 10:00:00,Pune,18.513064233488485,73.91949171851559,Clear,Wet,0,0,1,1
2024-12-24 12:00:00,Hyderabad,17.357897224546402,78.36357867027607,Clear,Dry,0,0,1,1
2024-04-05 05:00:00,Mumbai,19.07024751943023,72.99397338326725,Clear,Under Construction,0,1,3,6
2024-12-18 23:00:00,Bengaluru,13.048523705547284,77.64560474806521,Clear,Wet,0,1,4,7
2024-09-16 13:00:00,Mumbai,18.976889619047107,72.86174252524683,Clear,Dry,0,2,1,7
2024-09-28 00:00:00,Mumbai,19.06178797634646,72.89889329231298,Clear,Dry,0,0,4,4
2024-10-16 08:00:00,Mumbai,19.02595473527278,72.95735883215352,Clear,Potholes,0,2,1,7
2024-12-29 20:00:00,Hyderabad,17.42487641588136,78.6024718664101,Clear,Dry,1,1,2,10
2024-05-01 08:00:00,Hyderabad,17.473625499179395,78.39587757737321,Clear,Dry,0,0,3,3
2024-09-01 16:00:00,Mumbai,19.12379903503113,72.89014004897663,Clear,Wet,0,0,6,6
2024-12-04 13:00:00,Hyderabad,17.370387607991383,78.44116012661254,Clear,Potholes,0,0,0,0
2024-06-08 00:00:00,Chennai,13.145210962920023,80.21114191616545,Rainy,Potholes,0,3,1,10
2024-06-18 22:00:00,Pune,18.4833963030643,73.81208007235709,Rainy,Dry,0,1,2,5
2024-03-12 01:00:00,Bengaluru,12.886143833063757,77.45242566811999,Clear,Under Construction,1,2,2,13
2024-02-13 12:00:00,Pune,18.46980354727697,73.81362443641953,Clear,Dry,0,1,0,3
2024-12-18 07:00:00,Bengaluru,12.818242287501443,77.71214036296503,Clear,Dry,0,1,2,5
2024-06-19 13:00:00,Mumbai,19.024070968419082,72.99282919742568,Rainy,Under Construction,1,2,0,11
2024-12-09 18:00:00,Pune,18.549095297790803,73.86191149654552,Clear,Wet,0,0,1,1
2024-04-14 15:00:00,Hyderabad,17.505074260989353,78.40575144381576,Clear,Dry,0,0,1,1
2024-04-25 17:00:00,Pune,18.474086723795992,73.81673171358163,Clear,Dry,0,0,4,4
2024-08-27 21:00:00,Mumbai,19.141480670437012,72.71120482469597,Rainy,Dry,0,0,0,0
2024-04-28 09:00:00,Delhi,28.55445655990027,77.25393745003474,Clear,Dry,0,3,2,11
2024-07-08 18:00:00,Chennai,13.111678449573759,80.30651081791065,Rainy,Wet,0,2,2,8
2024-02-07 21:00:00,Chennai,13.083484029739084,80.29968750146195,Clear,Under Construction,0,0,3,3
2024-11-11 20:00:00,Bengaluru,12.98714333593093,77.67757887697158,Clear,Dry,0,0,3,3
2024-10-28 04:00:00,Delhi,28.660661231608866,77.21648738004455,Clear,Dry,0,0,3,3
2024-08-21 14:00:00,Mumbai,19.145350007374184,72.87580696359068,Rainy,Dry,0,0,2,2
2024-09-20 22:00:00,Delhi,28.51160114019428,77.36597119214609,Clear,Dry,0,1,0,3
2024-11-03 04:00:00,Mumbai,19.007276577828765,72.83756207673457,Clear,Dry,0,0,1,1
2024-10-03 16:00:00,Hyderabad,17.49105368881114,78.55099275862516,Clear,Under Construction,0,3,4,13
2024-04-10 08:00:00,Bengaluru,12.9998668747532,77.58437790960133,Clear,Wet,0,0,3,3
2024-10-10 18:00:00,Hyderabad,17.405788589465104,78.50000649931542,Clear,Dry,0,1,0,3
2024-06-01 11:00:00,Pune,18.684598327620495,73.90846437597018,Rainy,Under Construction,0,1,3,6
2024-07-20 00:00:00,Delhi,28.653188513276152,77.2487401214098,Rainy,Dry,0,0,2,2
2024-12-10 17:00:00,Pune,18.591535420751033,73.80286651060685,Clear,Under Construction,0,0,3,3
2024-02-02 11:00:00,Hyderabad,17.46261825360671,78.50229929435746,Clear,Dry,0,1,4,7
2024-10-12 14:00:00,Chennai,13.04944043482323,80.29595877383672,Clear,Wet,1,0,0,5
2024-01-10 07:00:00,Delhi,28.597284366897284,77.15972571549354,Foggy,Under Construction,1,0,1,6
2024-01-16 19:00:00,Delhi,28.5190162705085,77.0530915382655,Foggy,Under Construction,1,0,2,7
2024-02-27 01:00:00,Pune,18.56068300009479,73.70585110732169,Clear,Dry,0,1,3,6
2024-11-01 06:00:00,Bengaluru,12.99659631695581,77.5723859750579,Clear,Dry,2,1,4,17
2024-04-15 05:00:00,Hyderabad,17.38942889575768,78.60476646303471,Clear,Wet,0,0,1,1
2024-03-25 03:00:00,Mumbai,18.92036423109702,72.75663355291377,Clear,Dry,1,1,2,10
2024-02-19 08:00:00,Delhi,28.510589483288072,77.21852884089499,Clear,Dry,0,0,1,1
2024-06-03 10:00:00,Pune,18.529025038302848,73.84660941600175,Rainy,Potholes,0,1,0,3
2024-10-13 07:00:00,Chennai,13.052545535678394,80.34834545568005,Clear,Wet,0,0,2,2
2024-03-04 21:00:00,Pune,18.568186940109122,73.86046227549102,Clear,Dry,0,0,1,1
2024-04-17 17:00:00,Delhi,28.59325100591554,77.19651809583158,Clear,Dry,0,2,3,9
2024-03-02 01:00:00,Hyderabad,17.492214659849033,78.44820052428048,Clear,Wet,0,1,2,5
2024-02-04 01:00:00,Hyderabad,17.50499174380312,78.44694899925135,Clear,Wet,1,0,1,6
2024-04-24 17:00:00,Mumbai,19.178562408119305,72.95148939111074,Clear,Dry,0,2,6,12
2024-10-22 21:00:00,Bengaluru,12.846412634869818,77.58893638046472,Clear,Dry,0,0,2,2
2024-05-10 03:00:00,Hyderabad,17.323908797685394,78.35940640166231,Clear,Dry,0,0,7,7
2024-05-07 03:00:00,Bengaluru,12.923927191823589,77.5094292915802,Clear,Dry,0,1,2,5
2024-04-18 15:00:00,Pune,18.563745792957462,73.79209053920337,Clear,Wet,0,0,2,2
2024-09-03 07:00:00,Chennai,13.09204020809271,80.43907615902307,Clear,Potholes,0,1,3,6
2024-04-16 05:00:00,Mumbai,19.145820770971707,72.85804849242967,Clear,Dry,0,1,0,3
2024-06-05 09:00:00,Mumbai,19.057874769951354,72.7854408676854,Rainy,Dry,0,2,5,11
2024-12-14 20:00:00,Bengaluru,12.926164621381592,77.64615977626889,Clear,Dry,0,3,5,14
2024-10-14 11:00:00,Mumbai,19.122101956365125,72.84782557789345,Clear,Dry,0,1,6,9
2024-11-15 15:00:00,Delhi,28.48672477272863,77.13591539787814,Clear,Dry,0,2,3,9
2024-06-03 11:00:00,Pune,18.467103576521843,73.85452461020078,Rainy,Dry,1,1,0,8
2024-12-27 21:00:00,Bengaluru,13.038478708990384,77.582657792218,Clear,Wet,2,0,2,12
2024-05-06 16:00:00,Bengaluru,12.975491805748717,77.46948434426612,Clear,Wet,0,0,4,4
2024-12-06 07:00:00,Mumbai,18.953529398416414,72.79622685962548,Clear,Under Construction,0,0,1,1
2024-06-02 09:00:00,Chennai,13.30433869091693,80.16958022822399,Rainy,Dry,0,1,2,5
2024-05-13 01:00:00,Hyderabad,17.454597669108885,78.29942114343892,Clear,Dry,0,1,3,6
2024-10-13 22:00:00,Delhi,28.565221636157666,77.11105824210097,Clear,Dry,0,2,3,9
2024-06-29 07:00:00,Hyderabad,17.337419929836138,78.4636287350958,Rainy,Wet,0,0,2,2
2024-03-14 06:00:00,Pune,18.56011558342567,73.84671580823304,Clear,Dry,0,0,4,4
2024-07-09 20:00:00,Chennai,12.975557758287204,80.28761820983271,Rainy,Dry,0,0,1,1
2024-12-12 02:00:00,Pune,18.50925173458646,73.80763831902982,Clear,Dry,0,0,1,1
2024-05-28 22:00:00,Pune,18.58737550168846,73.84901695620371,Clear,Dry,1,1,1,9
2024-06-15 02:00:00,Bengaluru,12.9863218097824,77.53540540987926,Rainy,Dry,0,1,4,7
2024-11-25 08:00:00,Delhi,28.58907494005761,77.05361751793082,Clear,Dry,0,2,4,10
2024-11-29 07:00:00,Hyderabad,17.385444289949742,78.49309411617367,Clear,Dry,0,2,1,7
2024-05-04 02:00:00,Bengaluru,12.93303383219311,77.70198859249543,Clear,Dry,0,2,4,10
2024-07-27 10:00:00,Mumbai,19.17699102475918,72.90012272504961,Rainy,Potholes,1,1,3,11
2024-06-24 21:00:00,Hyderabad,17.275551459223934,78.60885861528305,Rainy,Potholes,1,0,1,6
2024-01-02 18:00:00,Pune,18.4065177231135,73.92397658615222,Clear,Dry,0,1,3,6
2024-07-30 04:00:00,Pune,18.65858297059517,73.86338548270513,Rainy,Wet,0,2,2,8
2024-04-08 20:00:00,Hyderabad,17.508320625238337,78.2468641605447,Clear,Dry,0,2,3,9
2024-05-25 21:00:00,Chennai,12.887990006577278,80.34679744967478,Clear,Under Construction,0,0,3,3
2024-03-06 09:00:00,Delhi,28.610656711523994,77.19428692918075,Clear,Potholes,0,1,1,4
2024-02-29 20:00:00,Bengaluru,12.899997118110376,77.53899564018027,Clear,Wet,0,0,2,2
2024-08-11 10:00:00,Pune,18.544212445538207,73.84652834392357,Rainy,Dry,0,2,3,9
2024-02-04 00:00:00,Pune,18.541933304644758,73.83662570901338,Clear,Dry,0,1,2,5
2024-08-28 16:00:00,Pune,18.411305817526667,73.83101278450283,Rainy,Dry,0,0,1,1
2024-03-23 00:00:00,Chennai,13.200108159875906,80.20493729684095,Clear,Dry,0,0,0,0
2024-03-20 21:00:00,Pune,18.454875133028132,73.94644009333729,Clear,Dry,0,0,2,2
2024-03-12 14:00:00,Delhi,28.65058803951361,77.22921734732716,Clear,Dry,1,2,5,16
2024-09-04 20:00:00,Chennai,13.065575499503565,80.18518928151012,Clear,Dry,0,0,1,1
2024-01-23 01:00:00,Chennai,13.26110815710248,80.22783806545394,Clear,Dry,0,2,2,8
2024-10-23 00:00:00,Chennai,13.068982787727341,80.25066749962252,Clear,Dry,0,1,0,3
2024-08-26 07:00:00,Delhi,28.59914292329167,77.31060460596515,Rainy,Dry,1,2,2,13
2024-01-07 04:00:00,Pune,18.45114602931441,73.93679687936746,Clear,Potholes,0,0,1,1
2024-07-19 03:00:00,Pune,18.41875532143182,73.89484507411879,Rainy,Dry,0,2,0,6
2024-09-04 18:00:00,Delhi,28.563921913727466,77.18892663931764,Clear,Under Construction,0,4,1,13
2024-07-18 06:00:00,Pune,18.378149601429968,73.87592716182495,Rainy,Dry,0,1,3,6
2024-06-11 04:00:00,Bengaluru,13.031363209310122,77.6162386512875,Rainy,Dry,0,1,2,5
2024-12-04 02:00:00,Bengaluru,13.04158558134182,77.55345071836123,Clear,Dry,0,0,3,3
2024-10-29 08:00:00,Mumbai,18.987443186552074,72.83398899503872,Clear,Dry,0,0,1,1
2024-04-30 21:00:00,Hyderabad,17.36054996628618,78.42474664466218,Clear,Wet,0,0,0,0
2024-06-16 15:00:00,Hyderabad,17.364163088172972,78.43229923328968,Rainy,Under Construction,0,1,3,6
2024-02-14 15:00:00,Pune,18.36143165849476,73.81580005428825,Clear,Wet,0,1,1,4
2024-02-16 07:00:00,Mumbai,19.158955648927158,72.9295360061356,Clear,Dry,0,0,1,1
2024-06-17 02:00:00,Pune,18.48231348593458,73.75506271798588,Rainy,Dry,0,3,2,11
2024-06-20 02:00:00,Pune,18.486011817699815,73.90279765302864,Rainy,Dry,0,0,1,1
2024-12-17 18:00:00,Hyderabad,17.488248905917402,78.31378246944261,Clear,Dry,0,0,1,1
2024-06-27 02:00:00,Mumbai,19.12266070972277,72.87269532232686,Rainy,Wet,0,0,8,8
2024-03-27 22:00:00,Chennai,13.042845616508329,80.24613312345866,Clear,Wet,0,2,1,7
2024-11-28 08:00:00,Pune,18.56838137960625,73.88959272474226,Clear,Dry,0,2,5,11
2024-07-28 14:00:00,Bengaluru,12.861633687927739,77.58135055576169,Rainy,Dry,0,0,2,2
2024-12-12 11:00:00,Chennai,13.120151190777161,80.46881405686301,Clear,Dry,0,1,1,4
2024-03-24 13:00:00,Chennai,13.064612290126162,80.23465429590809,Clear,Dry,0,0,2,2
2024-11-11 19:00:00,Delhi,28.62286965794037,77.18152322461458,Clear,Under Construction,1,0,2,7
2024-04-20 23:00:00,Delhi,28.377882841655754,77.31577436107014,Clear,Dry,0,1,3,6
2024-10-02 02:00:00,Delhi,28.554523474350603,77.2168135887147,Clear,Wet,0,2,1,7
2024-06-21 11:00:00,Pune,18.502665253100062,73.89030703033283,Rainy,Wet,0,0,3,3
2024-08-23 17:00:00,Chennai,13.06334118481846,80.22456975792083,Rainy,Dry,0,0,0,0
2024-04-17 02:00:00,Bengaluru,12.959301848536548,77.53706515243252,Clear,Dry,0,1,2,5
2024-07-22 23:00:00,Mumbai,19.131871320012955,72.95115685117025,Rainy,Dry,1,1,4,12
2024-09-12 02:00:00,Pune,18.447243554844647,73.86241639674105,Clear,Dry,0,0,2,2
2024-10-21 14:00:00,Delhi,28.498596849660924,77.12055448044705,Clear,Dry,0,1,3,6
2024-12-11 20:00:00,Bengaluru,12.904300185295325,77.53299956575358,Clear,Potholes,0,1,4,7
2024-10-21 00:00:00,Hyderabad,17.49160544969775,78.41648227429262,Clear,Dry,0,0,0,0
2024-05-01 17:00:00,Bengaluru,13.042669520543736,77.63927030417737,Clear,Wet,0,1,0,3
2024-05-25 21:00:00,Mumbai,19.074003303257154,72.78405805446712,Clear,Dry,0,1,4,7
2024-04-01 11:00:00,Bengaluru,12.937744134410348,77.62520658896025,Clear,Wet,1,3,3,17
2024-07-24 07:00:00,Pune,18.663236901197838,73.83445574316738,Rainy,Dry,0,1,1,4
2024-01-17 16:00:00,Chennai,13.012875480300906,80.1814067330151,Clear,Under Construction,1,2,1,12
2024-09-12 13:00:00,Delhi,28.567309100136793,77.17100160778949,Clear,Dry,0,0,4,4
2024-09-06 06:00:00,Chennai,13.05483367894523,80.3137192344942,Clear,Dry,0,4,1,13
2024-10-05 03:00:00,Mumbai,19.032903554371536,72.99608279663532,Clear,Dry,0,1,3,6
2024-02-08 00:00:00,Delhi,28.502912654606437,77.21304841308762,Clear,Dry,0,1,5,8
2024-10-20 02:00:00,Bengaluru,13.046237052956313,77.68853634577606,Clear,Dry,0,1,2,5
2024-10-01 17:00:00,Mumbai,19.052265342402418,72.66430191972039,Clear,Dry,0,1,2,5
2024-11-28 12:00:00,Chennai,13.051402344363307,80.115092522379,Clear,Wet,0,1,0,3
2024-09-25 05:00:00,Delhi,28.723423547303106,77.14095735527606,Clear,Dry,0,1,1,4
2024-11-06 21:00:00,Pune,18.476185869077565,73.9284980724569,Clear,Dry,0,0,2,2
2024-08-15 14:00:00,Pune,18.532321115710634,73.79970125822531,Rainy,Dry,1,0,3,8
2024-07-21 14:00:00,Delhi,28.574523300441072,77.1771893896745,Rainy,Dry,0,2,7,13
2024-05-06 23:00:00,Hyderabad,17.490663561007583,78.55930138705845,Clear,Wet,0,1,1,4
2024-02-27 15:00:00,Chennai,13.104835598450576,80.26035979046266,Clear,Potholes,1,1,1,9
2024-01-26 16:00:00,Bengaluru,12.912365300667718,77.60924154982239,Clear,Dry,0,0,4,4
2024-06-25 10:00:00,Bengaluru,12.913190389498766,77.54608749566889,Rainy,Wet,1,1,0,8
2024-06-26 22:00:00,Hyderabad,17.500093107817545,78.5741674489732,Rainy,Potholes,0,0,2,2
2024-07-20 15:00:00,Hyderabad,17.2728069880735,78.47444340973901,Rainy,Wet,0,0,1,1
2024-03-09 22:00:00,Bengaluru,13.162949920655608,77.61943673450405,Clear,Dry,1,2,6,17
2024-07-17 19:00:00,Bengaluru,12.888234333254491,77.62648045432402,Rainy,Dry,1,1,3,11
2024-11-22 11:00:00,Mumbai,19.095689364529196,72.8116881819531,Clear,Potholes,0,3,1,10
2024-07-27 10:00:00,Delhi,28.593817953199746,77.19566858127271,Rainy,Dry,0,1,2,5
2024-05-09 23:00:00,Hyderabad,17.370840668370068,78.46793477949731,Clear,Dry,0,0,3,3
2024-12-14 12:00:00,Mumbai,19.037313668793406,72.84889003078395,Clear,Dry,0,2,4,10
2024-09-15 23:00:00,Chennai,13.04554280549136,80.22884890882442,Clear,Under Construction,1,1,1,9
2024-12-19 22:00:00,Mumbai,18.999995740785412,72.96851547190997,Clear,Dry,0,1,0,3
2024-05-22 21:00:00,Delhi,28.622931282843428,77.27296818891351,Clear,Dry,0,0,1,1
2024-09-12 17:00:00,Pune,18.554682105219452,73.88517793359571,Clear,Wet,1,1,0,8
2024-09-18 09:00:00,Chennai,13.057926669929032,80.27312243974707,Clear,Potholes,0,1,1,4
2024-05-24 08:00:00,Hyderabad,17.542784549409166,78.44994825521603,Clear,Potholes,0,2,3,9
2024-02-13 21:00:00,Pune,18.564288512105783,73.98288270861805,Clear,Dry,0,0,0,0
2024-06-17 01:00:00,Chennai,12.994008433811779,80.32407601857376,Rainy,Dry,0,1,0,3
2024-06-14 09:00:00,Bengaluru,12.920420013554203,77.54731282428665,Rainy,Dry,0,0,2,2
2024-07-16 14:00:00,Pune,18.503639885147585,73.81937082413468,Rainy,Under Construction,0,0,3,3
2024-03-06 21:00:00,Hyderabad,17.461117826637828,78.5514330008434,Clear,Dry,0,1,1,4
2024-11-12 08:00:00,Mumbai,19.109402618946447,72.9308300163066,Clear,Under Construction,0,0,0,0
2024-01-22 17:00:00,Mumbai,19.152120606183335,72.92710167394132,Clear,Dry,0,1,5,8
2024-12-24 11:00:00,Delhi,28.63977669616288,77.29373576211567,Foggy,Dry,0,2,1,7
2024-01-08 20:00:00,Bengaluru,12.830422977380202,77.54828441813297,Clear,Dry,0,2,1,7
2024-08-16 04:00:00,Delhi,28.561879921410103,77.16355760127273,Rainy,Wet,0,0,1,1
2024-11-02 23:00:00,Pune,18.509075713939062,73.82222717342292,Clear,Under Construction,0,1,0,3
2024-03-28 14:00:00,Mumbai,18.97577638618495,72.98766731894247,Clear,Wet,0,2,2,8
2024-11-07 12:00:00,Delhi,28.725862828168797,77.15093779921415,Clear,Dry,0,2,1,7
2024-05-02 06:00:00,Delhi,28.62843350012377,77.14754919195772,Clear,Dry,0,0,4,4
2024-08-25 23:00:00,Pune,18.499089410774825,73.86419377247158,Rainy,Wet,0,0,2,2
2024-09-19 00:00:00,Delhi,28.70003628801415,77.18962131527475,Clear,Wet,0,1,0,3
2024-05-17 14:00:00,Pune,18.62115139356891,73.7697973504574,Clear,Dry,0,1,4,7
2024-12-11 10:00:00,Delhi,28.564076205881168,77.32188052874551,Foggy,Dry,0,0,0,0
2024-06-20 11:00:00,Pune,18.661685317567635,73.81838291328636,Rainy,Dry,0,0,0,0
2024-07-28 13:00:00,Pune,18.71437793055896,73.81982238648752,Rainy,Wet,0,1,3,6
2024-07-16 13:00:00,Chennai,13.058415462498894,80.29512530428121,Rainy,Under Construction,0,1,2,5
2024-06-13 08:00:00,Mumbai,19.016245119080804,72.90405792283246,Rainy,Potholes,0,1,2,5
2024-07-12 05:00:00,Delhi,28.506066135736933,77.12199644211968,Rainy,Under Construction,0,1,5,8
2024-06-16 16:00:00,Chennai,13.114591040123212,80.34923147040456,Rainy,Under Construction,0,0,2,2
2024-06-04 13:00:00,Bengaluru,13.010975288507662,77.705785366169,Rainy,Dry,0,1,1,4
